Date,Town,Latitude,Longitude,County
2021-12-01,Cypress,30.0,-95.7,Orange County
2021-08-18,Perkasie,40.4,-75.3,Bucks County
2022-09-03,Hancock,42.0,-75.3,Houghton County
2019-08-17,Harrisville,44.6,-83.3,Preble County
2017-07-16,Allenton,43.4,-88.4,Washington County
2021-07-10,Inlet,43.8,-74.8,Hamilton County
2020-09-07,Pittsford,43.1,-77.5,Monroe County
2020-08-18,Homosassa,28.8,-82.5,Citrus County
2023-10-05,Oklahoma City,35.5,-97.5,Oklahoma County
2020-08-27,Mankato,44.2,-94.0,Blue Earth County
2022-09-21,Plainfield,41.7,-88.2,Union County
2022-12-15,West Palm Beach,26.8,-80.0,Palm Beach County
2017-09-15,Congers,41.2,-73.9,Rockland County
2022-08-02,Mahopac,41.4,-73.7,Putnam County
2020-07-20,Tulsa,36.2,-96.0,Tulsa County
2021-05-04,San Antonio,29.4,-98.5,Bexar
2023-08-15,Brillion,44.2,-88.1,Calumet County
2017-09-07,Winter Springs,28.7,-81.3,Seminole County
2020-08-18,Magnolia,30.2,-95.8,Columbia County
2020-09-28,Owasso,36.3,-95.8,Tulsa County
2021-10-24,Seguin,29.5,-98.0,Guadalupe County
2021-03-22,Miramar Beach,30.4,-86.3,Walton County
2023-09-07,Harrisville,44.1,-75.3,Ritchie County
2021-08-13,Bayside,40.8,-73.8,Queens County
2021-08-22,South Haven,42.4,-86.3,Van Buren County
2020-07-18,Antioch,42.5,-88.1,Contra Costa County
2022-06-25,Mt Bethel,40.9,-75.1,Northampton County
2019-09-16,Empire,44.8,-86.0,Clear Creek County
2019-09-13,Madison,43.1,-89.5,Dane County
2020-08-20,Tulsa,36.1,-96.0,Tulsa County
2022-08-24,West Palm Beach,26.8,-80.0,Palm Beach County
2018-10-18,Tulsa,36.2,-96.0,Tulsa County
2022-08-26,Mabel,43.5,-91.9,Fillmore County
2018-09-29,Tarrytown,41.1,-73.8,Westchester County
2022-10-20,Pearl,31.4,-98.0,Rankin County
2019-09-05,Stillwater,36.1,-97.1,Payne County
2020-09-29,Springtown,33.0,-97.6,Parker County
2022-09-27,San Angelo,31.4,-100.5,Tom Green County
2018-09-15,Chicago,41.8,-87.6,Cook County
2022-08-24,Prescott,44.8,-92.8,Yavapai County.
2017-07-16,Wayzata,44.9,-93.5,Hennepin County
2017-09-29,Newtown,40.3,-75.0,There are multiple places named Newtown. Please specify the state or country.
2019-09-21,Dearborn Heights,42.3,-83.3,Wayne County
2019-10-15,Deforest,43.2,-89.3,Dane County
2018-08-30,Faribault,44.3,-93.3,Rice County
2020-07-04,Minneapolis,45.0,-93.2,Hennepin County
2020-09-24,Tulsa,36.1,-95.8,Tulsa County
2023-07-14,Monroe,41.3,-74.2,"That depends on the state, as there are several cities named Monroe in the United States, each located in different counties. Could you please specify the state you are asking about?"
2021-12-19,Pearland,29.6,-95.3,Brazoria County
2021-01-29,Dickinson,29.5,-94.9,Stark County
2024-09-12,St Paul,44.9,-93.1,Ramsey County.
2019-04-21,Ambler,40.2,-75.2,Montgomery County.
2018-07-31,Maple Lake,45.2,-94.0,Wright County
2022-10-18,Denton,33.2,-97.2,Denton County
2022-08-03,Elkhorn,42.8,-88.6,Walworth County
2021-10-27,Urbana,40.1,-88.2,Champaign County
2020-10-03,Houston,29.7,-95.3,Harris County
2023-08-26,Tulsa,36.1,-95.9,Tulsa County
2022-09-10,Averill Park,42.7,-73.6,Rensselaer County
2021-12-15,Orange,30.1,-93.7,Orange County
2017-09-22,Wappingers Falls,41.5,-74.0,Dutchess County
2020-08-03,Haskell,35.8,-95.7,Haskell County
2024-07-03,Dodge Center,44.0,-92.9,Dodge County
2021-09-24,Tulsa,36.1,-96.0,Tulsa County
2021-08-21,Oklahoma City,35.5,-97.6,Oklahoma County
2017-08-08,Philadelphia,40.0,-75.0,Philadelphia County
2019-08-26,Ann Arbor,42.3,-83.8,Washtenaw County
2022-08-21,Princeton,45.5,-93.4,Mercer County
2020-09-11,Carlisle,40.2,-77.2,Cumbria
2023-10-25,Keller,32.9,-97.2,Tarrant County
2021-10-22,Georgetown,30.6,-97.7,Williamson County.
2021-12-26,League City,29.5,-95.1,Galveston County
2022-10-08,Sachse,33.0,-96.6,Dallas County
2021-07-12,Eau Claire,41.1,-79.8,Eau Claire County
2019-08-15,Howell,42.6,-83.8,Livingston County
2020-10-25,Austin,30.3,-97.9,Travis County
2021-05-31,Minneapolis,44.9,-93.3,Hennepin County
2017-09-28,Palatine,42.1,-88.0,Cook County
2017-09-13,Oak Park,41.9,-87.8,Cook County
2024-07-27,Empire,44.7,-86.1,Clear Creek County
2020-11-14,Flatonia,29.7,-97.1,Fayette County
2022-08-06,Chicago,41.8,-87.6,Cook County
2017-10-18,Staten Island,40.6,-74.2,Richmond County
2018-07-14,Allenton,43.4,-88.4,Washington County
2017-08-08,Grosse Pointe,42.4,-82.9,Wayne County
2020-04-13,Austin,30.3,-97.7,Travis County
2023-08-30,Kalamazoo,42.3,-85.6,Kalamazoo County.
2021-07-07,Downers Grove,41.8,-88.0,DuPage County
2020-05-29,South Haven,42.5,-86.2,Van Buren County
2019-08-16,Red Bud,38.1,-90.0,Randolph County
2021-09-26,Homer City,40.5,-79.2,Indiana County
2022-04-23,Palm Beach Gardens,26.8,-80.1,Palm Beach County
2020-10-18,San Antonio,29.5,-98.4,Bexar County
2021-07-29,Wynnewood,40.0,-75.3,Montgomery County
2021-08-27,Corpus Christi,27.8,-97.4,Nueces County.
2019-07-27,Garden City,42.3,-83.3,Finney County
2018-08-06,Inlet,43.8,-74.8,Hamilton County
2022-12-13,New Ringgold,40.6,-76.0,Schuylkill County
2017-10-22,New Richmond,45.1,-92.6,St. Croix County.
2017-09-17,Holland,42.8,-86.2,Ottawa County
2021-03-15,Gause,30.7,-96.7,Milam County.
2021-10-20,Dallas,32.8,-96.7,Dallas County
2017-09-24,Carbondale,37.7,-89.2,Jackson County
2021-05-01,Lutz,28.2,-82.4,Hillsborough County
2020-08-21,Beggs,35.8,-96.1,Okmulgee
2017-09-12,Erieville,42.9,-75.7,Madison County
2024-08-04,New Brighton,45.1,-93.2,Ramsey County
2024-09-29,Richardson,33.0,-96.8,Dallas County
2017-07-20,Saint Paul,44.9,-93.1,Ramsey County.
2021-12-04,Pensacola,30.4,-87.3,Escambia
2020-08-11,Ardmore,34.2,-97.2,Carter County
2021-08-10,Twin Lake,43.3,-86.1,Muskegon County
2021-11-22,Houston,29.7,-95.6,Harris County.
2017-10-07,New York,40.8,-74.0,New York County
2017-10-28,York,39.9,-76.7,York County
2018-09-27,Holland,42.9,-86.2,Ottawa County
2017-04-06,Daytona Beach,29.2,-81.1,Volusia County
2018-11-05,Burleson,32.5,-97.3,Johnson County.
2020-08-11,Minneapolis,45.0,-93.2,Hennepin County
2023-08-03,Westfield,41.9,-77.6,Union County
2017-10-12,Canyon Lake,29.8,-98.2,Riverside County.
2019-11-01,New Port Richey,28.2,-82.7,Pasco County
2021-11-29,Hollywood,26.0,-80.1,Broward County
2024-08-02,St Paul,44.9,-93.1,Ramsey County
2023-05-13,Dallas,32.9,-96.7,Dallas County
2021-07-11,Pittsburgh,40.4,-80.0,Allegheny County
2022-11-07,Ardmore,34.2,-97.2,Carter County
2020-09-08,Buffalo,42.9,-78.8,Erie County
2023-07-30,Ferndale,42.5,-83.1,Whatcom County
2021-09-20,Clearfield,41.0,-78.4,Clearfield County
2019-10-14,Austin,30.2,-97.9,Travis County
2021-09-29,Wexford,40.6,-80.1,Wexford
2020-02-29,Spring,30.1,-95.4,Montgomery County
2020-08-29,Adams,43.8,-89.8,Jefferson County
2020-10-12,Quemado,29.0,-100.6,Catron County
2020-11-15,San Antonio,29.6,-98.4,Bexar County.
2022-01-07,Weston,26.1,-80.4,Broward County
2021-09-25,Sloatsburg,41.2,-74.2,Rockland County
2020-10-10,Collegeville,40.2,-75.5,Montgomery County
2019-10-19,Vicksburg,42.1,-85.5,Warren County
2020-10-13,Media,39.9,-75.4,Delaware
2018-09-02,Charleston,37.2,-89.3,Kanawha County
2017-10-11,Edmond,35.7,-97.5,Oklahoma County
2024-09-15,Weatherford,35.5,-98.7,Parker County.
2021-02-28,Arcadia,27.3,-81.9,Los Angeles County.
2023-11-02,Francitas,28.8,-96.3,Jackson County
2022-09-14,Ellisburg,43.7,-76.2,Jefferson County
2021-08-11,Minneapolis,45.0,-93.2,Hennepin County
2024-09-26,Oklahoma City,35.5,-97.6,Oklahoma County
2021-10-15,Fort Worth,32.7,-97.4,Tarrant County
2021-06-18,Mounds,35.9,-95.9,Tulsa County
2017-07-26,Hayfield,43.9,-92.8,Dodge County
2017-08-20,Dresser,45.4,-92.6,Polk County
2018-10-12,Naples,42.6,-77.4,Collier County
2017-08-27,Manitowoc,44.1,-87.7,Manitowoc County
2017-09-05,Delmar,42.6,-73.8,Sussex County
2021-10-04,Plano,33.0,-96.7,Collin County
2022-05-27,Hudson,45.0,-92.8,Columbia County
2021-09-12,Fort Davis,30.5,-103.8,Jeff Davis County.
2018-07-07,Milwaukee,43.1,-88.0,Milwaukee County
2022-03-02,North Fort Myers,26.7,-81.8,Lee County
2019-08-05,Harrisburg,40.3,-76.8,Dauphin County
2023-09-30,Kalamazoo,42.3,-85.6,Kalamazoo County
2024-05-14,Killeen,31.2,-97.6,Bell County
2022-09-12,Binghamton,42.1,-75.9,Broome County
2020-05-27,Edgerton,42.8,-89.1,"There are multiple cities named Edgerton in the United States, so it depends on which Edgerton you mean. Here are the counties for some of these cities:

- Edgerton, Wisconsin is in Rock County.
- Edgerton, Minnesota is in Pipestone County.
- Edgerton, Ohio is in Williams County.
- Edgerton, Kansas is in Johnson County.
- Edgerton, Missouri is in Platte County.

Please specify which state if you meant a specific Edgerton."
2019-10-09,New Cumberland,40.2,-76.9,Hancock County.
2019-09-09,Brookfield,41.8,-87.9,Waukesha County
2023-01-22,Jacksonville,30.3,-81.8,Duval
2019-09-14,Attica,43.0,-83.1,Fountain County
2022-09-10,Chelsea,36.5,-95.4,London Borough of Kensington and Chelsea
2020-03-10,Austin,30.3,-97.8,Travis County.
2018-09-04,Meridian,32.0,-97.7,Ada County
2023-10-03,New Ringgold,40.6,-76.0,Schuylkill County
2022-08-24,Medina,43.2,-78.4,Medina County.
2022-09-02,Mcveytown,40.5,-77.8,Mifflin County
2023-09-25,Green Bay,44.5,-88.0,Brown County
2021-09-19,Schellsburg,40.1,-78.7,Bedford County
2024-08-04,Villa Park,41.9,-88.0,Orange County
2023-11-22,Mansfield,32.6,-97.1,Richland County
2018-09-24,Saint Paul,44.9,-93.1,Ramsey County
2021-11-11,New Ringgold,40.6,-76.0,Schuylkill County
2022-09-24,Andes,42.1,-74.8,Delaware County
2021-10-18,The Colony,33.1,-96.9,Denton County
2018-06-12,Hammond,45.0,-92.5,Lake County
2018-09-02,Minneapolis,45.0,-93.2,Hennepin County
2017-10-11,Pontiac,42.7,-83.3,Oakland County
2021-06-14,Ada,43.0,-85.5,Pontotoc County
2020-10-12,League City,29.5,-95.0,Galveston County
2022-05-19,Port St. Lucie,27.3,-80.4,St. Lucie County
2024-09-15,Calera,33.9,-96.4,Shelby County
2021-11-06,Georgetown,30.6,-97.7,Williamson County
2017-09-22,Elk River,45.2,-93.3,Sherburne County
2021-09-01,Moorhead,46.9,-96.7,Clay County
2018-09-17,Norman,35.2,-97.5,Cleveland.
2019-07-04,Washington,40.2,-80.2,District of Columbia
2023-10-26,DuBois,41.1,-78.7,Clearfield County
2018-07-16,Lutsen,47.6,-90.7,Cook County
2024-08-03,Lebanon,40.3,-76.4,Wilson County
2021-09-22,Glen Rose,32.2,-97.8,Somervell County
2018-02-19,Crawfordville,30.1,-84.2,Wakulla County
2023-08-30,Tulsa,36.1,-96.0,Tulsa County
2021-03-02,Tampa,28.1,-82.5,Hillsborough County
2019-10-08,Waupaca,44.4,-89.0,Waupaca County
2021-12-05,Port Isabel,26.1,-97.3,Cameron County
2020-11-08,Destin,30.4,-86.4,Okaloosa County
2017-10-21,Newtown,40.3,-75.0,"There are multiple Newtowns in different locations, but one well-known Newtown is in Fairfield County."
2017-09-26,Smiths Creek,42.9,-82.5,St. Clair County
2017-10-08,Milwaukee,43.0,-87.9,Milwaukee County
2023-03-05,West Palm Beach,26.8,-80.0,Palm Beach County
2017-09-27,Bethlehem,40.6,-75.4,Northampton County
2021-12-19,Katy,29.7,-95.8,Harris County.
2022-11-03,Lawrence,42.2,-86.1,Douglas County
2024-10-03,La Crosse,43.7,-91.2,La Crosse County
2023-08-20,Chelsea,36.5,-95.4,Suffolk County
2024-07-18,Oswego,43.4,-76.4,Oswego County
2022-05-04,Orlando,28.6,-81.3,Orange County
2018-10-18,Dickinson,29.5,-95.1,Stark County
2017-11-04,Pittsburgh,40.5,-79.9,Allegheny County
2021-09-20,New York,40.7,-74.0,New York County
2017-08-27,Saint Charles,43.3,-84.2,St. Charles County
2024-08-20,Edmond,35.7,-97.5,Oklahoma County
2018-07-28,Minneapolis,45.0,-93.2,Hennepin County
2018-10-29,Gulf Breeze,30.4,-87.2,Santa Rosa County
2020-07-01,Minneapolis,44.9,-93.3,Hennepin County
2020-06-01,Fertile,47.6,-96.2,Polk County.
2021-08-06,Spring,30.1,-95.4,Montgomery County.
2022-10-30,Boerne,29.9,-98.8,Kendall County
2019-09-02,Troy,38.7,-89.9,Rensselaer County
2022-08-04,Middleton,43.1,-89.5,Dane County.
2021-10-24,Grove,36.6,-94.8,Delaware County
2022-07-29,Lino Lakes,45.1,-93.1,Anoka County
2021-10-13,Camp Hill,40.2,-76.9,Cumberland County.
2017-09-20,Kalamazoo,42.3,-85.6,Kalamazoo County
2024-02-25,Bunnell,29.5,-81.3,Flagler County
2021-09-07,Schellsburg,40.1,-78.7,Bedford County
2021-08-01,Cookville,33.2,-94.8,"It's unclear which ""Cookville"" you're referring to since multiple places might have similar names, but if you meant ""Cookeville,"" it is in Putnam County."
2019-09-01,West Branch,44.4,-84.3,Cedar County
2023-07-19,Dexter,42.4,-83.9,Washtenaw County
2021-07-25,Cambridge,43.0,-89.0,Cambridgeshire
2017-11-16,Panama City Beach,30.2,-85.8,Bay County
2021-10-17,Georgetown,30.7,-97.7,Williamson County.
2020-11-19,Mcveytown,40.5,-77.8,Mifflin County
2024-09-30,St Louis Park,45.0,-93.4,Hennepin County
2018-02-05,Crawfordville,30.1,-84.2,Wakulla County
2023-07-25,Harbor Springs,45.6,-85.0,Emmet County
2019-09-23,Anoka,45.3,-93.4,Anoka County
2018-06-20,Arlington Heights,42.1,-88.0,Cook County
2020-09-17,Carmel,41.4,-73.7,Monterey County
2022-08-26,Tulsa,36.1,-95.9,Tulsa County
2023-10-06,Wernersville,40.3,-76.1,Berks County
2021-10-01,Harrisville,44.7,-83.3,Weber County
2017-04-06,Denton,33.2,-97.1,Denton County
2022-08-02,Tulsa,36.0,-95.9,Tulsa County
2023-11-17,Orange,30.1,-93.9,Orange County
2021-12-21,Dallas,33.0,-96.9,Dallas County
2023-09-16,Dearborn,42.3,-83.3,Wayne County
2021-08-19,Saint Paul,45.1,-93.1,Ramsey County
2021-07-21,Chapman Twp,41.4,-77.7,Clinton County.
2021-09-29,Vanderpool,29.8,-99.6,Bandera County
2021-12-09,Rockport,28.0,-97.0,Aransas County
2023-09-03,Claremore,36.3,-95.6,Rogers County
2021-12-05,Groveland,28.6,-81.9,Lake County
2020-08-19,Crawfordville,30.3,-84.2,Wakulla County
2019-11-03,Corpus Christi,27.8,-97.4,Nueces County
2020-09-06,Syracuse,43.0,-76.2,Onondaga
2020-09-28,Mounds,35.9,-96.0,Tulsa County
2021-05-28,Town of Springvale,43.5,-89.2,York County
2022-04-05,Gause,30.7,-96.7,Milam County
2021-12-02,Leander,30.5,-98.0,Williamson County
2021-08-17,South Milwaukee,42.9,-87.9,Milwaukee County
2024-07-27,Manistee,44.3,-86.3,Manistee County
2017-10-07,Chelsea,42.3,-84.0,Suffolk County
2023-09-05,Mabel,43.5,-91.9,Fillmore County
2018-10-04,West Chester,39.9,-75.6,Chester County
2018-09-05,Clinton Township,42.6,-83.0,Macomb County
2018-08-18,Broken Arrow,36.1,-95.7,Tulsa County
2020-03-14,Leander,30.6,-97.8,Williamson County.
2019-09-15,Endicott,42.1,-76.0,Broome County
2020-07-03,Sand Springs,36.1,-96.3,Tulsa County
2023-07-29,Minneapolis,44.9,-93.2,Hennepin County
2017-07-27,Camden,43.3,-75.8,Camden County
2018-08-13,Belleville,42.2,-83.5,St. Clair County
2021-09-21,Junction,30.4,-99.8,Kimble County
2021-09-11,Yukon,35.5,-97.8,Canadian County
2023-10-12,Tyler,32.5,-95.3,Smith
2024-09-19,St Paul,44.9,-93.1,Ramsey County
2020-09-29,Denton,33.2,-97.1,Denton County
2022-11-14,Media,39.9,-75.4,Delaware County
2018-03-22,Milam,31.5,-93.8,Sabine County
2019-04-17,Spring Branch,29.9,-98.5,Comal County
2020-08-23,Minneapolis,45.0,-93.2,Hennepin County
2020-12-05,Leander,30.4,-98.0,Williamson County
2019-09-01,Verona,43.1,-89.6,Verona
2021-12-17,Houston,29.6,-95.1,Harris County
2023-09-25,Missouri City,29.6,-95.6,Fort Bend County
2021-09-30,Lake Park,46.7,-96.1,Palm Beach County
2021-09-08,Bronx,40.9,-73.9,Bronx County
2022-09-18,Milford Charter Twp,42.6,-83.6,Oakland County
2017-10-21,Mt.Pleasant,33.2,-95.0,Isabella County
2023-09-24,Keller,32.9,-97.2,Tarrant County
2017-09-25,Melrose,42.8,-73.6,Middlesex County.
2019-08-17,Brooklyn,40.6,-73.9,Kings County
2021-03-19,San Antonio,29.6,-98.4,Bexar County.
2017-09-08,Carrollton,33.0,-96.9,Carroll County
2022-08-30,Duluth,46.8,-92.1,Saint Louis County
2018-10-30,Douglassville,33.2,-94.4,Berks County
2022-09-15,Arlington,32.7,-97.1,Tarrant County
2019-09-24,Saint Paul,44.9,-93.1,Ramsey County
2021-09-24,Bay City,43.6,-83.9,Bay County
2020-08-14,Sheffield Twp,41.6,-79.0,Lorain County
2021-11-22,San Antonio,29.5,-98.5,Bexar County
2018-10-10,Staten Island,40.6,-74.1,Richmond County
2020-09-05,Tulsa,36.0,-95.9,Tulsa County
2022-04-16,Cave-In-Rock,37.5,-88.2,Hardin County
2017-10-01,Stillwater,36.2,-97.2,Payne County
2021-09-21,Harrisville,44.7,-83.3,Harrison County
2021-10-24,Mason,30.9,-99.4,Warren County
2022-08-03,Erie,42.1,-80.0,Erie County
2017-04-23,Tulsa,36.2,-96.0,Tulsa County
2021-10-09,Madison,43.1,-89.3,Dane County
2022-10-26,Katy,29.9,-95.7,Harris County
2023-09-01,Muskogee,35.8,-95.4,Muskogee County
2020-05-06,Enid,36.4,-98.0,Garfield County
2021-09-06,Philadelphia,39.9,-75.2,Philadelphia County
2017-08-01,Allenton,43.4,-88.4,Washington County
2019-10-23,Austin,30.2,-97.7,Travis County.
2023-10-03,Wautoma,44.0,-89.3,Waushara County
2021-09-16,Hartford,43.3,-88.4,Hartford County
2022-07-17,Harrisville,44.6,-83.3,Weber County
2020-08-31,North Collins,42.6,-78.8,Erie County
2018-09-13,Holland,42.8,-86.2,Ottawa County
2021-10-26,Beaumont,30.1,-94.1,Jefferson County
2017-10-08,Erieville,42.9,-75.8,Madison County
2023-06-07,Donehower,43.9,-91.4,Winona County
2023-04-21,West Palm Beach,26.8,-80.0,Palm Beach County
2019-10-09,Plano,33.0,-96.7,Collin County
2018-10-21,Millerton,42.0,-73.5,Dutchess County
2022-04-01,Marble Falls,30.6,-98.3,Burnet County
2023-09-19,Minneapolis,44.9,-93.3,Hennepin County
2021-10-25,Lampasas,31.1,-98.1,Lampasas County
2021-03-11,Driftwood,30.1,-98.0,Hays County
2021-11-19,Palm Bay,28.0,-80.7,Brevard County
2019-08-05,New Cumberland,40.2,-76.9,Hancock County
2022-11-11,West Palm Beach,26.8,-80.0,Palm Beach County
2023-05-16,West Palm Beach,26.8,-80.0,Palm Beach County
2021-11-25,Wesley Chapel,28.2,-82.3,Pasco County
2017-10-26,Copperas Cove,31.1,-97.9,Coryell County
2020-07-17,Mabel,43.5,-91.9,Fillmore County
2022-04-08,Austin,30.3,-97.7,Travis
2023-03-09,Driftwood,30.1,-98.0,Hays County
2022-07-29,Northville,42.4,-83.6,Wayne County
2019-05-09,Corpus Christi,27.7,-97.3,Nueces County
2022-08-30,Menominee,45.2,-87.7,Menominee County
2020-10-13,New Ringgold,40.6,-76.0,Schuylkill County
2020-08-03,Dundee,42.0,-83.7,Dundee City
2021-04-04,San Antonio,29.6,-98.3,Bexar County
2024-09-19,Crosslake,46.7,-94.1,Crow Wing County
2017-07-11,Minneapolis,45.0,-93.2,Hennepin County
2023-08-10,Tulsa,36.0,-95.9,Tulsa County
2018-05-31,Allenton,43.4,-88.4,Washington County
2017-08-28,Harrisville,44.7,-83.3,Weber County
2019-07-26,Harrisville,44.7,-83.3,Weber County
2021-10-15,The Colony,33.1,-96.9,Denton County
2021-11-21,Heath,32.9,-96.5,Licking County
2021-07-18,Edelstein,40.9,-89.6,Peoria County
2021-12-15,Apopka,28.7,-81.5,Orange County
2023-09-21,Manton,44.4,-85.5,Tehama County
2024-08-02,Fayetteville,43.0,-76.0,Cumberland County
2022-01-10,Titusville,28.5,-80.8,Brevard County
2017-10-11,Emmaus,40.5,-75.5,Lehigh County
2020-11-08,Austin,30.3,-97.7,Travis County
2019-09-19,Kewadin,45.0,-85.4,Antrim
2020-10-09,Blue Bell,40.2,-75.3,Montgomery County
2021-06-13,San Antonio,29.5,-98.4,Bexar County
2018-04-20,Holland,30.9,-97.4,Ottawa County
2018-07-21,Annandale,45.3,-94.1,Fairfax County
2021-10-06,Houston,29.8,-95.5,Harris County.
2020-11-03,Austin,30.3,-97.7,Travis County
2021-07-11,Minneapolis,44.9,-93.3,Hennepin County
2021-07-04,Caro,43.5,-83.5,Tuscola County
2020-07-10,Allenton,43.4,-88.4,Washington County
2023-07-12,Ferndale,42.5,-83.1,Whatcom County
2022-11-12,Wellington,26.7,-80.3,"Wellington City is located in the Wellington Region of New Zealand, which is a region rather than a county."
2020-10-14,Wynnewood,40.0,-75.3,Montgomery County
2021-12-22,Jacksonville,30.3,-81.8,Duval
2023-08-29,Millstadt,38.5,-90.1,St. Clair County
2024-08-03,Worcester,42.6,-74.8,Worcestershire
2020-07-12,Onalaska,43.9,-91.3,La Crosse County
2019-03-14,Woodway,31.6,-97.2,McLennan County.
2024-08-29,Tomahawk,45.6,-89.8,Lincoln County
2018-10-26,Junction,30.5,-99.8,Kimble County
2021-09-09,Buffalo,42.9,-78.8,Erie County
2022-07-30,Pinewood,47.7,-95.1,Miami-Dade County
