latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),sunrise (iso8601),sunset (iso8601)
2023-01-01,15.9,11.5,2023-01-01T07:17,2023-01-01T15:02
2023-01-02,14.7,9.5,2023-01-02T07:16,2023-01-02T15:03
2023-01-03,9.1,2.6,2023-01-03T07:16,2023-01-03T15:04
2023-01-04,10.7,3.4,2023-01-04T07:16,2023-01-04T15:05
2023-01-05,10.0,4.7,2023-01-05T07:16,2023-01-05T15:06
2023-01-06,10.1,3.5,2023-01-06T07:15,2023-01-06T15:08
2023-01-07,9.8,5.6,2023-01-07T07:15,2023-01-07T15:09
2023-01-08,8.3,5.8,2023-01-08T07:14,2023-01-08T15:10
2023-01-09,7.9,3.7,2023-01-09T07:14,2023-01-09T15:12
2023-01-10,7.6,3.7,2023-01-10T07:13,2023-01-10T15:13
2023-01-11,8.3,4.1,2023-01-11T07:12,2023-01-11T15:15
2023-01-12,10.0,5.7,2023-01-12T07:12,2023-01-12T15:16
2023-01-13,9.6,7.4,2023-01-13T07:11,2023-01-13T15:18
2023-01-14,8.3,6.6,2023-01-14T07:10,2023-01-14T15:19
2023-01-15,9.1,5.1,2023-01-15T07:09,2023-01-15T15:21
2023-01-16,7.0,2.8,2023-01-16T07:08,2023-01-16T15:22
2023-01-17,4.5,-0.6,2023-01-17T07:07,2023-01-17T15:24
2023-01-18,2.5,-3.0,2023-01-18T07:07,2023-01-18T15:26
2023-01-19,1.0,-3.9,2023-01-19T07:05,2023-01-19T15:27
2023-01-20,1.6,-0.9,2023-01-20T07:04,2023-01-20T15:29
2023-01-21,3.3,-1.0,2023-01-21T07:03,2023-01-21T15:31
2023-01-22,2.1,0.9,2023-01-22T07:02,2023-01-22T15:32
2023-01-23,2.8,0.2,2023-01-23T07:01,2023-01-23T15:34
2023-01-24,1.3,-0.1,2023-01-24T06:59,2023-01-24T15:36
2023-01-25,2.3,0.0,2023-01-25T06:58,2023-01-25T15:38
2023-01-26,-0.2,-1.0,2023-01-26T06:57,2023-01-26T15:40
2023-01-27,3.3,-0.5,2023-01-27T06:55,2023-01-27T15:42
2023-01-28,2.2,-0.9,2023-01-28T06:54,2023-01-28T15:43
2023-01-29,3.0,-1.0,2023-01-29T06:52,2023-01-29T15:45
2023-01-30,5.8,1.1,2023-01-30T06:51,2023-01-30T15:47
2023-01-31,5.7,2.3,2023-01-31T06:49,2023-01-31T15:49
2023-02-01,5.6,2.5,2023-02-01T06:48,2023-02-01T15:51
2023-02-02,6.1,0.2,2023-02-02T06:46,2023-02-02T15:53
2023-02-03,8.3,0.7,2023-02-03T06:44,2023-02-03T15:55
2023-02-04,3.8,-2.3,2023-02-04T06:43,2023-02-04T15:57
2023-02-05,0.7,-3.9,2023-02-05T06:41,2023-02-05T15:58
2023-02-06,0.1,-4.5,2023-02-06T06:39,2023-02-06T16:00
2023-02-07,1.1,-7.4,2023-02-07T06:38,2023-02-07T16:02
2023-02-08,1.4,-6.0,2023-02-08T06:36,2023-02-08T16:04
2023-02-09,2.8,-4.8,2023-02-09T06:34,2023-02-09T16:06
2023-02-10,5.3,0.5,2023-02-10T06:32,2023-02-10T16:08
2023-02-11,7.3,2.2,2023-02-11T06:30,2023-02-11T16:10
2023-02-12,8.7,5.5,2023-02-12T06:28,2023-02-12T16:12
2023-02-13,7.5,5.6,2023-02-13T06:26,2023-02-13T16:14
2023-02-14,6.3,2.8,2023-02-14T06:24,2023-02-14T16:15
2023-02-15,8.3,-1.2,2023-02-15T06:22,2023-02-15T16:17
2023-02-16,11.4,0.0,2023-02-16T06:20,2023-02-16T16:19
2023-02-17,12.4,6.8,2023-02-17T06:18,2023-02-17T16:21
2023-02-18,10.2,5.1,2023-02-18T06:16,2023-02-18T16:23
2023-02-19,6.6,2.3,2023-02-19T06:14,2023-02-19T16:25
2023-02-20,9.7,2.0,2023-02-20T06:12,2023-02-20T16:27
2023-02-21,10.0,6.3,2023-02-21T06:10,2023-02-21T16:29
2023-02-22,9.8,4.6,2023-02-22T06:08,2023-02-22T16:31
2023-02-23,10.0,2.4,2023-02-23T06:06,2023-02-23T16:33
2023-02-24,6.4,2.0,2023-02-24T06:04,2023-02-24T16:34
2023-02-25,3.4,-0.3,2023-02-25T06:01,2023-02-25T16:36
2023-02-26,3.5,-1.3,2023-02-26T05:59,2023-02-26T16:38
2023-02-27,4.1,-2.8,2023-02-27T05:57,2023-02-27T16:40
2023-02-28,5.3,-2.4,2023-02-28T05:55,2023-02-28T16:42
2023-03-01,7.5,-3.9,2023-03-01T05:53,2023-03-01T16:44
2023-03-02,2.8,-3.1,2023-03-02T05:51,2023-03-02T16:46
2023-03-03,3.0,-1.4,2023-03-03T05:48,2023-03-03T16:47
2023-03-04,6.4,2.0,2023-03-04T05:46,2023-03-04T16:49
2023-03-05,4.1,0.2,2023-03-05T05:44,2023-03-05T16:51
2023-03-06,2.9,-1.3,2023-03-06T05:41,2023-03-06T16:53
2023-03-07,4.3,-1.6,2023-03-07T05:39,2023-03-07T16:55
2023-03-08,3.6,-0.3,2023-03-08T05:37,2023-03-08T16:56
2023-03-09,1.8,0.0,2023-03-09T05:34,2023-03-09T16:58
2023-03-10,6.8,0.4,2023-03-10T05:32,2023-03-10T17:00
2023-03-11,2.9,-0.0,2023-03-11T05:30,2023-03-11T17:02
2023-03-12,5.7,-0.6,2023-03-12T05:27,2023-03-12T17:04
2023-03-13,15.6,5.1,2023-03-13T05:25,2023-03-13T17:06
2023-03-14,13.8,2.0,2023-03-14T05:23,2023-03-14T17:07
2023-03-15,6.4,0.4,2023-03-15T05:20,2023-03-15T17:09
2023-03-16,9.3,-0.9,2023-03-16T05:18,2023-03-16T17:11
2023-03-17,13.8,2.9,2023-03-17T05:16,2023-03-17T17:13
2023-03-18,18.1,7.1,2023-03-18T05:13,2023-03-18T17:14
2023-03-19,15.5,7.1,2023-03-19T05:11,2023-03-19T17:16
2023-03-20,11.4,7.9,2023-03-20T05:09,2023-03-20T17:18
2023-03-21,11.1,7.2,2023-03-21T05:06,2023-03-21T17:20
2023-03-22,16.6,8.2,2023-03-22T05:04,2023-03-22T17:21
2023-03-23,16.5,10.6,2023-03-23T05:02,2023-03-23T17:23
2023-03-24,15.9,9.1,2023-03-24T04:59,2023-03-24T17:25
2023-03-25,12.4,8.0,2023-03-25T04:57,2023-03-25T17:27
2023-03-26,10.4,4.3,2023-03-26T04:55,2023-03-26T17:28
2023-03-27,6.1,1.2,2023-03-27T04:52,2023-03-27T17:30
2023-03-28,7.0,-0.0,2023-03-28T04:50,2023-03-28T17:32
2023-03-29,10.7,0.7,2023-03-29T04:48,2023-03-29T17:34
2023-03-30,18.1,7.5,2023-03-30T04:45,2023-03-30T17:36
2023-03-31,13.4,8.6,2023-03-31T04:43,2023-03-31T17:37
2023-04-01,9.7,2.9,2023-04-01T04:40,2023-04-01T17:39
2023-04-02,7.4,0.7,2023-04-02T04:38,2023-04-02T17:41
2023-04-03,5.3,-0.7,2023-04-03T04:36,2023-04-03T17:43
2023-04-04,6.7,-2.4,2023-04-04T04:33,2023-04-04T17:44
2023-04-05,7.6,-1.2,2023-04-05T04:31,2023-04-05T17:46
2023-04-06,11.0,0.6,2023-04-06T04:29,2023-04-06T17:48
2023-04-07,6.3,1.7,2023-04-07T04:26,2023-04-07T17:50
2023-04-08,12.4,4.9,2023-04-08T04:24,2023-04-08T17:51
2023-04-09,12.7,1.8,2023-04-09T04:22,2023-04-09T17:53
2023-04-10,16.3,1.9,2023-04-10T04:20,2023-04-10T17:55
2023-04-11,11.4,4.7,2023-04-11T04:17,2023-04-11T17:56
2023-04-12,14.7,1.4,2023-04-12T04:15,2023-04-12T17:58
2023-04-13,13.5,6.3,2023-04-13T04:13,2023-04-13T18:00
2023-04-14,8.9,6.8,2023-04-14T04:11,2023-04-14T18:02
2023-04-15,10.6,7.6,2023-04-15T04:08,2023-04-15T18:03
2023-04-16,10.9,7.6,2023-04-16T04:06,2023-04-16T18:05
2023-04-17,8.9,5.7,2023-04-17T04:04,2023-04-17T18:07
2023-04-18,13.6,4.3,2023-04-18T04:02,2023-04-18T18:09
2023-04-19,11.9,3.5,2023-04-19T04:00,2023-04-19T18:11
2023-04-20,15.2,5.6,2023-04-20T03:57,2023-04-20T18:12
2023-04-21,20.1,8.5,2023-04-21T03:55,2023-04-21T18:14
2023-04-22,22.1,8.5,2023-04-22T03:53,2023-04-22T18:16
2023-04-23,17.1,11.3,2023-04-23T03:51,2023-04-23T18:18
2023-04-24,17.6,8.4,2023-04-24T03:49,2023-04-24T18:19
2023-04-25,10.6,4.8,2023-04-25T03:47,2023-04-25T18:21
2023-04-26,9.7,2.5,2023-04-26T03:45,2023-04-26T18:23
2023-04-27,10.8,4.6,2023-04-27T03:43,2023-04-27T18:24
2023-04-28,16.1,2.2,2023-04-28T03:41,2023-04-28T18:26
2023-04-29,14.6,9.0,2023-04-29T03:39,2023-04-29T18:28
2023-04-30,14.4,4.4,2023-04-30T03:37,2023-04-30T18:30
2023-05-01,19.0,4.0,2023-05-01T03:35,2023-05-01T18:31
2023-05-02,13.4,8.8,2023-05-02T03:33,2023-05-02T18:33
2023-05-03,15.5,4.8,2023-05-03T03:31,2023-05-03T18:35
2023-05-04,19.0,4.6,2023-05-04T03:29,2023-05-04T18:36
2023-05-05,19.4,8.8,2023-05-05T03:27,2023-05-05T18:38
2023-05-06,10.7,7.8,2023-05-06T03:25,2023-05-06T18:40
2023-05-07,15.7,7.8,2023-05-07T03:23,2023-05-07T18:42
2023-05-08,18.2,5.3,2023-05-08T03:22,2023-05-08T18:43
2023-05-09,19.4,7.6,2023-05-09T03:20,2023-05-09T18:45
2023-05-10,22.6,9.6,2023-05-10T03:18,2023-05-10T18:47
2023-05-11,22.1,10.6,2023-05-11T03:16,2023-05-11T18:48
2023-05-12,22.7,11.8,2023-05-12T03:15,2023-05-12T18:50
2023-05-13,22.2,12.3,2023-05-13T03:13,2023-05-13T18:51
2023-05-14,21.4,11.5,2023-05-14T03:11,2023-05-14T18:53
2023-05-15,19.9,8.9,2023-05-15T03:10,2023-05-15T18:55
2023-05-16,15.6,8.7,2023-05-16T03:08,2023-05-16T18:56
2023-05-17,15.2,6.7,2023-05-17T03:07,2023-05-17T18:58
2023-05-18,16.7,5.6,2023-05-18T03:05,2023-05-18T18:59
2023-05-19,18.3,7.5,2023-05-19T03:04,2023-05-19T19:01
2023-05-20,19.9,9.3,2023-05-20T03:03,2023-05-20T19:02
2023-05-21,27.0,13.8,2023-05-21T03:01,2023-05-21T19:04
2023-05-22,25.8,15.9,2023-05-22T03:00,2023-05-22T19:05
2023-05-23,20.6,10.6,2023-05-23T02:59,2023-05-23T19:07
2023-05-24,15.9,9.5,2023-05-24T02:57,2023-05-24T19:08
2023-05-25,18.9,7.9,2023-05-25T02:56,2023-05-25T19:09
2023-05-26,19.8,8.0,2023-05-26T02:55,2023-05-26T19:11
2023-05-27,20.9,7.0,2023-05-27T02:54,2023-05-27T19:12
2023-05-28,23.8,8.5,2023-05-28T02:53,2023-05-28T19:13
2023-05-29,21.5,10.5,2023-05-29T02:52,2023-05-29T19:15
2023-05-30,22.3,8.5,2023-05-30T02:51,2023-05-30T19:16
2023-05-31,25.1,9.3,2023-05-31T02:50,2023-05-31T19:17
2023-06-01,21.9,11.2,2023-06-01T02:49,2023-06-01T19:18
2023-06-02,19.1,9.6,2023-06-02T02:48,2023-06-02T19:19
2023-06-03,20.0,6.8,2023-06-03T02:47,2023-06-03T19:21
2023-06-04,23.3,7.7,2023-06-04T02:47,2023-06-04T19:22
2023-06-05,25.8,11.2,2023-06-05T02:46,2023-06-05T19:23
2023-06-06,23.6,14.3,2023-06-06T02:45,2023-06-06T19:24
2023-06-07,28.1,16.9,2023-06-07T02:45,2023-06-07T19:24
2023-06-08,29.2,16.6,2023-06-08T02:44,2023-06-08T19:25
2023-06-09,28.9,15.7,2023-06-09T02:44,2023-06-09T19:26
2023-06-10,28.0,14.3,2023-06-10T02:43,2023-06-10T19:27
2023-06-11,27.0,14.6,2023-06-11T02:43,2023-06-11T19:28
2023-06-12,25.8,15.1,2023-06-12T02:43,2023-06-12T19:28
2023-06-13,22.7,13.8,2023-06-13T02:43,2023-06-13T19:29
2023-06-14,22.8,11.7,2023-06-14T02:42,2023-06-14T19:30
2023-06-15,22.3,14.0,2023-06-15T02:42,2023-06-15T19:30
2023-06-16,19.6,14.2,2023-06-16T02:42,2023-06-16T19:31
2023-06-17,20.3,13.3,2023-06-17T02:42,2023-06-17T19:31
2023-06-18,25.8,12.8,2023-06-18T02:42,2023-06-18T19:32
2023-06-19,28.3,16.6,2023-06-19T02:42,2023-06-19T19:32
2023-06-20,25.7,18.6,2023-06-20T02:42,2023-06-20T19:32
2023-06-21,28.4,20.0,2023-06-21T02:43,2023-06-21T19:33
2023-06-22,28.6,17.5,2023-06-22T02:43,2023-06-22T19:33
2023-06-23,18.2,17.0,2023-06-23T02:43,2023-06-23T19:33
2023-06-24,24.8,14.6,2023-06-24T02:43,2023-06-24T19:33
2023-06-25,26.6,16.2,2023-06-25T02:44,2023-06-25T19:33
2023-06-26,31.0,16.9,2023-06-26T02:44,2023-06-26T19:33
2023-06-27,21.0,14.4,2023-06-27T02:45,2023-06-27T19:33
2023-06-28,22.9,13.1,2023-06-28T02:45,2023-06-28T19:33
2023-06-29,25.1,13.6,2023-06-29T02:46,2023-06-29T19:33
2023-06-30,21.0,16.4,2023-06-30T02:46,2023-06-30T19:32
2023-07-01,24.7,16.1,2023-07-01T02:47,2023-07-01T19:32
2023-07-02,21.7,15.0,2023-07-02T02:48,2023-07-02T19:32
2023-07-03,21.9,14.2,2023-07-03T02:49,2023-07-03T19:31
2023-07-04,23.0,15.3,2023-07-04T02:49,2023-07-04T19:31
2023-07-05,24.4,13.9,2023-07-05T02:50,2023-07-05T19:30
2023-07-06,22.7,13.5,2023-07-06T02:51,2023-07-06T19:30
2023-07-07,27.7,11.5,2023-07-07T02:52,2023-07-07T19:29
2023-07-08,30.5,14.7,2023-07-08T02:53,2023-07-08T19:29
2023-07-09,31.5,16.1,2023-07-09T02:54,2023-07-09T19:28
2023-07-10,28.2,19.0,2023-07-10T02:55,2023-07-10T19:27
2023-07-11,29.9,15.7,2023-07-11T02:56,2023-07-11T19:26
2023-07-12,27.6,18.6,2023-07-12T02:58,2023-07-12T19:25
2023-07-13,25.7,15.9,2023-07-13T02:59,2023-07-13T19:24
2023-07-14,25.9,14.0,2023-07-14T03:00,2023-07-14T19:24
2023-07-15,34.4,17.3,2023-07-15T03:01,2023-07-15T19:23
2023-07-16,27.7,19.6,2023-07-16T03:02,2023-07-16T19:21
2023-07-17,26.7,16.5,2023-07-17T03:04,2023-07-17T19:20
2023-07-18,25.0,13.4,2023-07-18T03:05,2023-07-18T19:19
2023-07-19,25.5,14.4,2023-07-19T03:06,2023-07-19T19:18
2023-07-20,22.4,14.8,2023-07-20T03:08,2023-07-20T19:17
2023-07-21,20.7,11.6,2023-07-21T03:09,2023-07-21T19:16
2023-07-22,21.6,13.4,2023-07-22T03:10,2023-07-22T19:14
2023-07-23,27.1,15.4,2023-07-23T03:12,2023-07-23T19:13
2023-07-24,27.4,16.6,2023-07-24T03:13,2023-07-24T19:11
2023-07-25,21.0,14.8,2023-07-25T03:15,2023-07-25T19:10
2023-07-26,19.7,12.1,2023-07-26T03:16,2023-07-26T19:08
2023-07-27,19.8,11.7,2023-07-27T03:18,2023-07-27T19:07
2023-07-28,22.0,16.3,2023-07-28T03:19,2023-07-28T19:05
2023-07-29,23.2,16.4,2023-07-29T03:21,2023-07-29T19:04
2023-07-30,24.1,15.4,2023-07-30T03:22,2023-07-30T19:02
2023-07-31,20.8,15.0,2023-07-31T03:24,2023-07-31T19:01
2023-08-01,21.5,16.2,2023-08-01T03:25,2023-08-01T18:59
2023-08-02,22.3,15.0,2023-08-02T03:27,2023-08-02T18:57
2023-08-03,22.6,16.7,2023-08-03T03:29,2023-08-03T18:55
2023-08-04,22.4,15.3,2023-08-04T03:30,2023-08-04T18:54
2023-08-05,21.4,13.1,2023-08-05T03:32,2023-08-05T18:52
2023-08-06,17.8,14.2,2023-08-06T03:33,2023-08-06T18:50
2023-08-07,19.4,13.8,2023-08-07T03:35,2023-08-07T18:48
2023-08-08,18.6,12.6,2023-08-08T03:37,2023-08-08T18:46
2023-08-09,19.8,11.6,2023-08-09T03:38,2023-08-09T18:45
2023-08-10,21.2,11.1,2023-08-10T03:40,2023-08-10T18:43
2023-08-11,24.7,10.5,2023-08-11T03:41,2023-08-11T18:41
2023-08-12,27.5,16.1,2023-08-12T03:43,2023-08-12T18:39
2023-08-13,26.8,17.1,2023-08-13T03:45,2023-08-13T18:37
2023-08-14,30.3,16.0,2023-08-14T03:46,2023-08-14T18:35
2023-08-15,30.8,19.0,2023-08-15T03:48,2023-08-15T18:33
2023-08-16,27.6,20.0,2023-08-16T03:50,2023-08-16T18:30
2023-08-17,26.5,17.7,2023-08-17T03:51,2023-08-17T18:28
2023-08-18,30.2,19.4,2023-08-18T03:53,2023-08-18T18:26
2023-08-19,31.6,19.2,2023-08-19T03:55,2023-08-19T18:24
2023-08-20,28.5,20.6,2023-08-20T03:57,2023-08-20T18:22
2023-08-21,26.9,18.3,2023-08-21T03:58,2023-08-21T18:20
2023-08-22,24.8,17.1,2023-08-22T04:00,2023-08-22T18:18
2023-08-23,26.0,15.0,2023-08-23T04:02,2023-08-23T18:15
2023-08-24,27.8,15.5,2023-08-24T04:03,2023-08-24T18:13
2023-08-25,28.6,19.2,2023-08-25T04:05,2023-08-25T18:11
2023-08-26,25.1,16.4,2023-08-26T04:07,2023-08-26T18:09
2023-08-27,20.2,13.5,2023-08-27T04:08,2023-08-27T18:07
2023-08-28,19.5,12.3,2023-08-28T04:10,2023-08-28T18:05
2023-08-29,16.8,14.0,2023-08-29T04:11,2023-08-29T18:02
2023-08-30,20.6,13.5,2023-08-30T04:13,2023-08-30T18:00
2023-08-31,18.1,12.6,2023-08-31T04:15,2023-08-31T17:58
2023-09-01,20.4,10.0,2023-09-01T04:16,2023-09-01T17:55
2023-09-02,21.3,11.5,2023-09-02T04:18,2023-09-02T17:53
2023-09-03,20.6,13.9,2023-09-03T04:20,2023-09-03T17:51
2023-09-04,25.1,11.3,2023-09-04T04:21,2023-09-04T17:48
2023-09-05,27.2,14.3,2023-09-05T04:23,2023-09-05T17:46
2023-09-06,29.0,13.5,2023-09-06T04:25,2023-09-06T17:44
2023-09-07,28.6,14.6,2023-09-07T04:26,2023-09-07T17:41
2023-09-08,28.8,14.3,2023-09-08T04:28,2023-09-08T17:39
2023-09-09,30.1,14.1,2023-09-09T04:30,2023-09-09T17:37
2023-09-10,30.6,12.2,2023-09-10T04:31,2023-09-10T17:34
2023-09-11,30.3,12.6,2023-09-11T04:33,2023-09-11T17:32
2023-09-12,29.7,15.6,2023-09-12T04:35,2023-09-12T17:30
2023-09-13,22.1,14.7,2023-09-13T04:36,2023-09-13T17:27
2023-09-14,19.9,11.4,2023-09-14T04:38,2023-09-14T17:25
2023-09-15,23.1,9.7,2023-09-15T04:40,2023-09-15T17:22
2023-09-16,25.5,11.7,2023-09-16T04:41,2023-09-16T17:20
2023-09-17,27.3,12.5,2023-09-17T04:43,2023-09-17T17:18
2023-09-18,25.9,16.7,2023-09-18T04:45,2023-09-18T17:15
2023-09-19,20.9,15.7,2023-09-19T04:46,2023-09-19T17:13
2023-09-20,24.7,14.8,2023-09-20T04:48,2023-09-20T17:11
2023-09-21,28.5,14.4,2023-09-21T04:50,2023-09-21T17:08
2023-09-22,18.4,14.3,2023-09-22T04:51,2023-09-22T17:06
2023-09-23,17.9,12.3,2023-09-23T04:53,2023-09-23T17:03
2023-09-24,18.8,10.5,2023-09-24T04:55,2023-09-24T17:01
2023-09-25,21.5,8.6,2023-09-25T04:57,2023-09-25T16:59
2023-09-26,24.1,11.4,2023-09-26T04:58,2023-09-26T16:56
2023-09-27,26.5,12.3,2023-09-27T05:00,2023-09-27T16:54
2023-09-28,26.3,13.1,2023-09-28T05:02,2023-09-28T16:51
2023-09-29,22.7,13.4,2023-09-29T05:03,2023-09-29T16:49
2023-09-30,19.2,12.0,2023-09-30T05:05,2023-09-30T16:47
2023-10-01,19.6,12.6,2023-10-01T05:07,2023-10-01T16:44
2023-10-02,25.1,14.4,2023-10-02T05:08,2023-10-02T16:42
2023-10-03,24.8,13.0,2023-10-03T05:10,2023-10-03T16:40
2023-10-04,16.9,12.3,2023-10-04T05:12,2023-10-04T16:37
2023-10-05,15.9,11.2,2023-10-05T05:14,2023-10-05T16:35
2023-10-06,17.3,11.5,2023-10-06T05:15,2023-10-06T16:33
2023-10-07,17.0,11.5,2023-10-07T05:17,2023-10-07T16:31
2023-10-08,14.7,10.0,2023-10-08T05:19,2023-10-08T16:28
2023-10-09,11.3,9.1,2023-10-09T05:20,2023-10-09T16:26
2023-10-10,16.5,10.5,2023-10-10T05:22,2023-10-10T16:24
2023-10-11,23.6,13.9,2023-10-11T05:24,2023-10-11T16:21
2023-10-12,18.9,12.8,2023-10-12T05:26,2023-10-12T16:19
2023-10-13,21.1,13.0,2023-10-13T05:27,2023-10-13T16:17
2023-10-14,19.3,9.3,2023-10-14T05:29,2023-10-14T16:15
2023-10-15,11.0,6.2,2023-10-15T05:31,2023-10-15T16:12
2023-10-16,10.7,4.8,2023-10-16T05:33,2023-10-16T16:10
2023-10-17,11.1,3.5,2023-10-17T05:35,2023-10-17T16:08
2023-10-18,12.1,0.3,2023-10-18T05:36,2023-10-18T16:06
2023-10-19,7.3,5.6,2023-10-19T05:38,2023-10-19T16:03
2023-10-20,7.1,4.9,2023-10-20T05:40,2023-10-20T16:01
2023-10-21,17.6,6.5,2023-10-21T05:42,2023-10-21T15:59
2023-10-22,16.0,9.8,2023-10-22T05:44,2023-10-22T15:57
2023-10-23,14.7,8.2,2023-10-23T05:45,2023-10-23T15:55
2023-10-24,12.9,9.4,2023-10-24T05:47,2023-10-24T15:53
2023-10-25,13.6,9.4,2023-10-25T05:49,2023-10-25T15:51
2023-10-26,10.6,9.2,2023-10-26T05:51,2023-10-26T15:49
2023-10-27,10.7,8.6,2023-10-27T05:53,2023-10-27T15:47
2023-10-28,12.0,8.8,2023-10-28T05:54,2023-10-28T15:45
2023-10-29,14.7,8.5,2023-10-29T05:56,2023-10-29T15:43
2023-10-30,14.8,11.1,2023-10-30T05:58,2023-10-30T15:41
2023-10-31,13.4,6.8,2023-10-31T06:00,2023-10-31T15:39
2023-11-01,14.5,7.0,2023-11-01T06:02,2023-11-01T15:37
2023-11-02,13.8,8.3,2023-11-02T06:04,2023-11-02T15:35
2023-11-03,10.8,8.5,2023-11-03T06:06,2023-11-03T15:33
2023-11-04,11.3,6.2,2023-11-04T06:07,2023-11-04T15:31
2023-11-05,12.3,8.3,2023-11-05T06:09,2023-11-05T15:30
2023-11-06,13.0,8.8,2023-11-06T06:11,2023-11-06T15:28
2023-11-07,12.5,7.5,2023-11-07T06:13,2023-11-07T15:26
2023-11-08,11.1,6.8,2023-11-08T06:15,2023-11-08T15:24
2023-11-09,11.4,6.3,2023-11-09T06:17,2023-11-09T15:23
2023-11-10,10.6,5.7,2023-11-10T06:18,2023-11-10T15:21
2023-11-11,8.8,3.5,2023-11-11T06:20,2023-11-11T15:19
2023-11-12,8.3,5.0,2023-11-12T06:22,2023-11-12T15:18
2023-11-13,9.4,4.4,2023-11-13T06:24,2023-11-13T15:16
2023-11-14,12.8,9.0,2023-11-14T06:25,2023-11-14T15:15
2023-11-15,9.9,5.7,2023-11-15T06:27,2023-11-15T15:13
2023-11-16,8.7,2.3,2023-11-16T06:29,2023-11-16T15:12
2023-11-17,5.4,1.9,2023-11-17T06:31,2023-11-17T15:11
2023-11-18,5.8,3.3,2023-11-18T06:32,2023-11-18T15:09
2023-11-19,11.7,3.7,2023-11-19T06:34,2023-11-19T15:08
2023-11-20,10.5,8.6,2023-11-20T06:36,2023-11-20T15:07
2023-11-21,8.5,0.3,2023-11-21T06:38,2023-11-21T15:06
2023-11-22,1.5,-1.9,2023-11-22T06:39,2023-11-22T15:04
2023-11-23,10.7,0.4,2023-11-23T06:41,2023-11-23T15:03
2023-11-24,7.2,0.9,2023-11-24T06:43,2023-11-24T15:02
2023-11-25,2.0,-0.5,2023-11-25T06:44,2023-11-25T15:01
2023-11-26,0.9,-1.2,2023-11-26T06:46,2023-11-26T15:00
2023-11-27,1.9,-1.4,2023-11-27T06:48,2023-11-27T14:59
2023-11-28,-0.0,-2.6,2023-11-28T06:49,2023-11-28T14:58
2023-11-29,0.3,-3.5,2023-11-29T06:51,2023-11-29T14:57
2023-11-30,-0.3,-5.0,2023-11-30T06:52,2023-11-30T14:57
2023-12-01,-3.1,-6.6,2023-12-01T06:54,2023-12-01T14:56
2023-12-02,-2.2,-7.8,2023-12-02T06:55,2023-12-02T14:55
2023-12-03,-1.6,-4.2,2023-12-03T06:56,2023-12-03T14:55
2023-12-04,-1.4,-5.4,2023-12-04T06:58,2023-12-04T14:54
2023-12-05,-0.8,-3.1,2023-12-05T06:59,2023-12-05T14:53
2023-12-06,0.7,-0.7,2023-12-06T07:00,2023-12-06T14:53
2023-12-07,1.4,0.3,2023-12-07T07:02,2023-12-07T14:53
2023-12-08,1.2,0.3,2023-12-08T07:03,2023-12-08T14:52
2023-12-09,5.3,1.0,2023-12-09T07:04,2023-12-09T14:52
2023-12-10,7.6,2.3,2023-12-10T07:05,2023-12-10T14:52
2023-12-11,8.8,5.8,2023-12-11T07:06,2023-12-11T14:52
2023-12-12,7.0,3.5,2023-12-12T07:07,2023-12-12T14:52
2023-12-13,5.2,3.3,2023-12-13T07:08,2023-12-13T14:52
2023-12-14,3.8,1.9,2023-12-14T07:09,2023-12-14T14:52
2023-12-15,5.4,0.3,2023-12-15T07:10,2023-12-15T14:52
2023-12-16,8.2,5.7,2023-12-16T07:11,2023-12-16T14:52
2023-12-17,9.5,5.9,2023-12-17T07:12,2023-12-17T14:52
2023-12-18,7.3,5.1,2023-12-18T07:12,2023-12-18T14:52
2023-12-19,6.9,5.7,2023-12-19T07:13,2023-12-19T14:53
2023-12-20,6.5,4.3,2023-12-20T07:14,2023-12-20T14:53
2023-12-21,9.0,4.1,2023-12-21T07:14,2023-12-21T14:53
2023-12-22,4.6,1.0,2023-12-22T07:15,2023-12-22T14:54
2023-12-23,2.4,0.9,2023-12-23T07:15,2023-12-23T14:54
2023-12-24,11.4,0.4,2023-12-24T07:16,2023-12-24T14:55
2023-12-25,10.9,8.9,2023-12-25T07:16,2023-12-25T14:55
2023-12-26,9.9,5.0,2023-12-26T07:16,2023-12-26T14:56
2023-12-27,5.0,2.0,2023-12-27T07:16,2023-12-27T14:57
2023-12-28,9.1,4.0,2023-12-28T07:17,2023-12-28T14:58
2023-12-29,10.4,5.9,2023-12-29T07:17,2023-12-29T14:59
2023-12-30,8.9,5.0,2023-12-30T07:17,2023-12-30T15:00
2023-12-31,7.2,3.2,2023-12-31T07:17,2023-12-31T15:01
